IDMAEEDO;TIDO;NUDO;ENDO;SUENDO;SUDO;FEEMDO;FEER;MODO;TIMODO;TIDEVE;TIDEVEFE;TIDEVEHO;PPPRNE;TAMOPPPR;VANELI;FEEMLI;KOFULIDO;LILG;PRCT;NULIDO;FEERLI;SULIDO;BOSULIDO;LUVTLIDO;KOPRCT;UD01PR;NOKOZO;IDMAEDDO;NUSEPR;CAPRCO1;CAPRAD1;CAPREX1;UD02PR;CAPRCO2;CAPRAD2;CAPREX2;OCDO;OBDO;NOKOEN;ZOEN;DIEN;COMUNA;TIPR;NOKOPR;PFPR;FMPR;RUPR;MRPR;STFI1;STFI2;PRRG;KOPRTE;PENDIENTE;MONTO;OBSERVA
537.693,00;NVV;0000427438;6647963-3;;004;22/01/2026;03/02/2026;$;N;;03/02/2026;;16.190,00;1,00;64.760,00;22/01/2026;BGB;SI;FALSO;00005;03/02/2026;004;006;37;PCA910BLAN001;GL;;1.727.057,00;;4,00;0,00;0,00;GL;4,00;0,00;0,00;;DESPACHO RECABARREN N 01780 TEMUCO;DEMETRIO OMAR MOLINA;;RECABARREN N° 01780;TEMUCO;FPN;OLEO OPACO BLANCO GL.;0002;003;01;;44,00;44,00;VERDADERO;PCA910BLAN001;4,00;64760;
535.415,00;NVV;0000427229;76043945-2;;004;08/01/2026;21/01/2026;$;N;;21/01/2026;;7.850,00;1,00;2.355.000,00;08/01/2026;004;SI;FALSO;00001;21/01/2026;004;006;37;PCAEIFSBCS25;KG;;1.719.832,00;;300,00;0,00;193,00;KG;300,00;0,00;193,00;17992;"DESPACHO CLIENTE AV. LUIS DURAND, OBRA VISTA HERMOSA 21-01-2026 ";CONSTRUCTORA MAURICIO GUTIERREZ EIRL;;SAN MARTIN NRO. 745 OF. 304 EDIFICIO UNO;TEMUCO;FPN;PANORAMICA EIFS BASE COAT;0003;003;;;20,00;20,00;FALSO;PCAEIFSBCS25;107,00;839950;
535.416,00;NVV;0000427230;76043945-2;;004;08/01/2026;29/01/2026;$;N;;29/01/2026;;7.850,00;1,00;2.355.000,00;08/01/2026;DCG;SI;FALSO;00001;29/01/2026;004;006;37;PCAEIFSBCS25;KG;;1.719.834,00;;300,00;0,00;0,00;KG;300,00;0,00;0,00;17992;"DESPACHO CLIENTE AV. LUIS DURAND, OBRA VISTA HERMOSA 29-01-2026 ";CONSTRUCTORA MAURICIO GUTIERREZ EIRL;;SAN MARTIN NRO. 745 OF. 304 EDIFICIO UNO;TEMUCO;FPN;PANORAMICA EIFS BASE COAT;0003;003;;;20,00;20,00;FALSO;PCAEIFSBCS25;300,00;2355000;
537.611,00;NVV;0000427427;76148504-0;;004;22/01/2026;03/02/2026;$;N;;03/02/2026;;29.895,00;1,00;1.195.800,00;22/01/2026;004;SI;FALSO;00001;03/02/2026;004;006;;PCAEXTRACUB06;GL;;1.726.852,00;;160,00;0,00;0,00;BD;40,00;0,00;0,00;59794;COORDINAR EL DESPACHO PARA EL MIÉRCOLES 28-01 EN OBRA PARQUE ANDINO;CONSTRUCTORA DEL BOSQUE LTDA;;A.BELLO NRO. 248 OF. 2;TEMUCO;FPN;LATEX SUPERCUBRIENTE BLANCO 4 GALONES;0001;003;01;;1.648,00;412,00;VERDADERO;PCAEXTRACUB06;40,00;1195800;
536.967,00;NVV;0000427365;76291412-3;;004;19/01/2026;29/01/2026;$;N;;29/01/2026;;15.990,00;1,00;63.960,00;19/01/2026;PSV;SI;FALSO;00001;29/01/2026;004;006;37;PCA113POLNAT1;GL;;1.724.727,00;;4,00;0,00;0,00;GL;4,00;0,00;0,00;;DESPACHO DIEGO PORTALES 371 VILCUN;SOCIEDAD COMERCIAL VILCUN LIMITADA;;DIEGO PORTALES 371;VILCUN;FPN;STAIN POLIDECOR NATURAL GL;0002;003;01;;185,00;185,00;VERDADERO;PCA113POLNAT1;4,00;63960;
536.967,00;NVV;0000427365;76291412-3;;004;19/01/2026;29/01/2026;$;N;;29/01/2026;;34.680,00;1,00;69.360,00;19/01/2026;PSV;SI;FALSO;00002;29/01/2026;004;006;37;PCA925COBLA06;GL;;1.724.728,00;;8,00;0,00;0,00;BD;2,00;0,00;0,00;;DESPACHO DIEGO PORTALES 371 VILCUN;SOCIEDAD COMERCIAL VILCUN LIMITADA;;DIEGO PORTALES 371;VILCUN;FPN;ESMALTE AL AGUA CONSTRUCCION BLANCO 4 GALONES;0001;003;;;512,00;128,00;VERDADERO;PCA925COBLA06;2,00;69360;
536.967,00;NVV;0000427365;76291412-3;;004;19/01/2026;29/01/2026;$;N;;29/01/2026;;15.990,00;1,00;127.920,00;19/01/2026;PSV;SI;FALSO;00003;29/01/2026;004;006;37;PCA108NEGR001;GL;;1.724.729,00;;8,00;0,00;0,00;GL;8,00;0,00;0,00;;DESPACHO DIEGO PORTALES 371 VILCUN;SOCIEDAD COMERCIAL VILCUN LIMITADA;;DIEGO PORTALES 371;VILCUN;FPN;ESMALTE ANTICORROSIVO NEGRO GL;0002;003;01;;661,00;661,00;VERDADERO;PCA108NEGR001;8,00;127920;
536.967,00;NVV;0000427365;76291412-3;;004;19/01/2026;29/01/2026;$;N;;29/01/2026;;15.990,00;1,00;63.960,00;19/01/2026;PSV;SI;FALSO;00004;29/01/2026;004;006;37;PCA113POLCAO1;GL;;1.724.730,00;;4,00;0,00;0,00;GL;4,00;0,00;0,00;;DESPACHO DIEGO PORTALES 371 VILCUN;SOCIEDAD COMERCIAL VILCUN LIMITADA;;DIEGO PORTALES 371;VILCUN;FPN;STAIN POLIDECOR CAOBA GL;0002;003;01;;167,00;167,00;FALSO;PCA113POLCAO1;4,00;63960;
536.967,00;NVV;0000427365;76291412-3;;004;19/01/2026;29/01/2026;$;N;;29/01/2026;;15.990,00;1,00;63.960,00;19/01/2026;PSV;SI;FALSO;00005;29/01/2026;004;006;37;PCA113POLPAR1;GL;;1.724.731,00;;4,00;0,00;0,00;GL;4,00;0,00;0,00;;DESPACHO DIEGO PORTALES 371 VILCUN;SOCIEDAD COMERCIAL VILCUN LIMITADA;;DIEGO PORTALES 371;VILCUN;FPN;STAIN POLIDECOR PALO ROSA GL;0002;003;01;;86,00;86,00;FALSO;PCA113POLPAR1;4,00;63960;
536.967,00;NVV;0000427365;76291412-3;;004;19/01/2026;29/01/2026;$;N;;29/01/2026;;11.090,00;1,00;44.360,00;19/01/2026;PSV;SI;FALSO;00006;29/01/2026;004;006;37;PCA921ARCHO01;GL;;1.724.732,00;;4,00;0,00;0,00;GL;4,00;0,00;0,00;;DESPACHO DIEGO PORTALES 371 VILCUN;SOCIEDAD COMERCIAL VILCUN LIMITADA;;DIEGO PORTALES 371;VILCUN;FPN;FIBROCOPPER CHOCOLATE GL;0005;003;01;;104,00;104,00;FALSO;PCA921ARCHO01;4,00;44360;
537.541,00;NVV;0000427416;76415442-8;LAUTARO;004;22/01/2026;03/02/2026;$;N;;03/02/2026;;11.090,00;1,00;44.360,00;22/01/2026;PSV;SI;FALSO;00003;03/02/2026;004;006;37;PCA921GRISOS1;GL;;1.726.651,00;;4,00;0,00;3,00;GL;4,00;0,00;3,00;;CLIENTE RETIRA HOY;GARCES CASSANELLI LTDA;;CALLE CARRERA 255;LAUTARO;FPN;FIBROCOPPER GRIS OSCURO GL;0005;003;;;22,00;22,00;FALSO;PCA921GRISOS1;1,00;11090;
537.358,00;NVV;0000427397;76479613-6;;004;21/01/2026;02/02/2026;$;N;;02/02/2026;;14.310,00;1,00;457.920,00;21/01/2026;PSV;SI;FALSO;00001;02/02/2026;004;006;37;PCA106BANAT01;GL;;1.726.029,00;;32,00;0,00;0,00;GL;32,00;0,00;0,00;;DESPACHO CLIENTE SGTO ALDEA X Y UNGAY CURACAUTIN;FERRETERIA Y ARRIENDO DE MAQUINARIAS FIDEL E.I.R.L;;SGTO ALDEA X Y UNGAY;CURACAUTIN;FPN;BARNIZ MARINO NATURAL GL.;;003;01;;288,00;288,00;VERDADERO;PCA106BANAT01;32,00;457920;
537.609,00;NVV;0000427426;76479613-6;;004;22/01/2026;03/02/2026;$;N;;03/02/2026;;11.090,00;1,00;266.160,00;22/01/2026;PSV;SI;FALSO;00001;03/02/2026;004;006;37;PCA921CASA001;GL;;1.726.845,00;;24,00;0,00;0,00;GL;24,00;0,00;0,00;;DESAPCHO SGTO ALDEA X Y UNGAY CURACAUTIN;FERRETERIA Y ARRIENDO DE MAQUINARIAS FIDEL E.I.R.L;;SGTO ALDEA X Y UNGAY;CURACAUTIN;FPN;FIBROCOPPER CASA MAQUINA GL;0005;003;01;;61,00;61,00;FALSO;PCA921CASA001;24,00;266160;
537.609,00;NVV;0000427426;76479613-6;;004;22/01/2026;03/02/2026;$;N;;03/02/2026;;11.090,00;1,00;266.160,00;22/01/2026;PSV;SI;FALSO;00002;03/02/2026;004;006;37;PCA921GRISOS1;GL;;1.726.846,00;;24,00;0,00;0,00;GL;24,00;0,00;0,00;;DESAPCHO SGTO ALDEA X Y UNGAY CURACAUTIN;FERRETERIA Y ARRIENDO DE MAQUINARIAS FIDEL E.I.R.L;;SGTO ALDEA X Y UNGAY;CURACAUTIN;FPN;FIBROCOPPER GRIS OSCURO GL;0005;003;;;22,00;22,00;FALSO;PCA921GRISOS1;24,00;266160;
537.609,00;NVV;0000427426;76479613-6;;004;22/01/2026;03/02/2026;$;N;;03/02/2026;;11.090,00;1,00;266.160,00;22/01/2026;PSV;SI;FALSO;00003;03/02/2026;004;006;37;PCA921AZULCA1;GL;;1.726.847,00;;24,00;0,00;0,00;GL;24,00;0,00;0,00;;DESAPCHO SGTO ALDEA X Y UNGAY CURACAUTIN;FERRETERIA Y ARRIENDO DE MAQUINARIAS FIDEL E.I.R.L;;SGTO ALDEA X Y UNGAY;CURACAUTIN;FPN;FIBROCOPPER AZUL CANADA GL;0005;003;;;94,00;94,00;FALSO;PCA921AZULCA1;24,00;266160;
537.609,00;NVV;0000427426;76479613-6;;004;22/01/2026;03/02/2026;$;N;;03/02/2026;;33.640,00;1,00;269.120,00;22/01/2026;PSV;SI;FALSO;00004;03/02/2026;004;006;37;PCA925COBLA06;GL;;1.726.848,00;;32,00;0,00;0,00;BD;8,00;0,00;0,00;;DESAPCHO SGTO ALDEA X Y UNGAY CURACAUTIN;FERRETERIA Y ARRIENDO DE MAQUINARIAS FIDEL E.I.R.L;;SGTO ALDEA X Y UNGAY;CURACAUTIN;FPN;ESMALTE AL AGUA CONSTRUCCION BLANCO 4 GALONES;0001;003;;;512,00;128,00;VERDADERO;PCA925COBLA06;8,00;269120;
537.091,00;NVV;0000427374;76531654-5;;004;20/01/2026;30/01/2026;$;N;;30/01/2026;;5.530,00;1,00;66.360,00;20/01/2026;CLC;SI;FALSO;00001;30/01/2026;004;006;38;PCA922BLAN002;GL;;1.725.175,00;;3,00;0,00;0,00;04;12,00;0,00;0,00;;ENTREGAR EN SUCURSAL LAS ANIMAS, AV PEDRO AGUIRRE CERDA #1621 (SECTOR LAS ANIMAS), VALDIVIA.;FERROSUR CHILE SPA;;AV. RAMON PICARTE 2479;VALDIVIA;FPN;ESMALTE SINTETICO BLANCO 1/4;0002;003;01;;47,50;190,00;FALSO;PCA922BLAN002;12,00;66360;
537.091,00;NVV;0000427374;76531654-5;;004;20/01/2026;30/01/2026;$;N;;30/01/2026;;5.530,00;1,00;66.360,00;20/01/2026;CLC;SI;FALSO;00002;30/01/2026;004;006;38;PCA922NEGRO02;GL;;1.725.176,00;;3,00;0,00;0,00;04;12,00;0,00;0,00;;ENTREGAR EN SUCURSAL LAS ANIMAS, AV PEDRO AGUIRRE CERDA #1621 (SECTOR LAS ANIMAS), VALDIVIA.;FERROSUR CHILE SPA;;AV. RAMON PICARTE 2479;VALDIVIA;FPN;ESMALTE SINTETICO NEGRO 1/4;0002;003;01;;55,75;223,00;FALSO;PCA922NEGRO02;12,00;66360;
537.091,00;NVV;0000427374;76531654-5;;004;20/01/2026;30/01/2026;$;N;;30/01/2026;;4.880,00;1,00;29.280,00;20/01/2026;CLC;SI;FALSO;00003;30/01/2026;004;006;38;PCA106BANOG02;GL;;1.725.177,00;;1,50;0,00;0,00;04;6,00;0,00;0,00;;ENTREGAR EN SUCURSAL LAS ANIMAS, AV PEDRO AGUIRRE CERDA #1621 (SECTOR LAS ANIMAS), VALDIVIA.;FERROSUR CHILE SPA;;AV. RAMON PICARTE 2479;VALDIVIA;FPN;BARNIZ MARINO NOGAL 1/4;;003;01;;21,25;85,00;FALSO;PCA106BANOG02;6,00;29280;
537.091,00;NVV;0000427374;76531654-5;;004;20/01/2026;30/01/2026;$;N;;30/01/2026;;4.790,00;1,00;28.740,00;20/01/2026;CLC;SI;FALSO;00004;30/01/2026;004;006;38;PCA926CAFE002;GL;;1.725.178,00;;1,50;0,00;0,00;04;6,00;0,00;0,00;;ENTREGAR EN SUCURSAL LAS ANIMAS, AV PEDRO AGUIRRE CERDA #1621 (SECTOR LAS ANIMAS), VALDIVIA.;FERROSUR CHILE SPA;;AV. RAMON PICARTE 2479;VALDIVIA;FPN;OLEO BRILLANTE CAFE MORO 1/4;0002;003;01;;129,75;69,00;VERDADERO;PCA926CAFE002;6,00;28740;
537.091,00;NVV;0000427374;76531654-5;;004;20/01/2026;30/01/2026;$;N;;30/01/2026;;16.380,00;1,00;65.520,00;20/01/2026;CLC;SI;FALSO;00005;30/01/2026;004;006;38;PCA108BLAN001;GL;;1.725.179,00;;4,00;0,00;0,00;GL;4,00;0,00;0,00;;ENTREGAR EN SUCURSAL LAS ANIMAS, AV PEDRO AGUIRRE CERDA #1621 (SECTOR LAS ANIMAS), VALDIVIA.;FERROSUR CHILE SPA;;AV. RAMON PICARTE 2479;VALDIVIA;FPN;ESMALTE ANTICORROSIVO BLANCO GL;0002;003;01;;189,00;189,00;VERDADERO;PCA108BLAN001;4,00;65520;
537.091,00;NVV;0000427374;76531654-5;;004;20/01/2026;30/01/2026;$;N;;30/01/2026;;16.380,00;1,00;65.520,00;20/01/2026;CLC;SI;FALSO;00006;30/01/2026;004;006;38;PCA108NEGR001;GL;;1.725.180,00;;4,00;0,00;0,00;GL;4,00;0,00;0,00;;ENTREGAR EN SUCURSAL LAS ANIMAS, AV PEDRO AGUIRRE CERDA #1621 (SECTOR LAS ANIMAS), VALDIVIA.;FERROSUR CHILE SPA;;AV. RAMON PICARTE 2479;VALDIVIA;FPN;ESMALTE ANTICORROSIVO NEGRO GL;0002;003;01;;661,00;661,00;VERDADERO;PCA108NEGR001;4,00;65520;
537.137,00;NVV;0000427382;76531654-5;;004;20/01/2026;30/01/2026;$;N;;30/01/2026;;5.100,00;1,00;30.600,00;20/01/2026;CLC;SI;FALSO;00003;30/01/2026;004;006;38;PCA113POLROB2;GL;;1.725.312,00;;1,50;0,00;0,00;04;6,00;0,00;0,00;;DESPACHAR A CASA MATRIZ: PICARTE 2479, VALDIVIA;FERROSUR CHILE SPA;;AV. RAMON PICARTE 2479;VALDIVIA;FPN;STAIN POLIDECOR ROBLE 1/4 GL;0002;003;01;;21,00;84,00;FALSO;PCA113POLROB2;6,00;30600;
537.137,00;NVV;0000427382;76531654-5;;004;20/01/2026;30/01/2026;$;N;;30/01/2026;;5.100,00;1,00;30.600,00;20/01/2026;CLC;SI;FALSO;00004;30/01/2026;004;006;38;PCA113POLCAO2;GL;;1.725.313,00;;1,50;0,00;0,00;04;6,00;0,00;0,00;;DESPACHAR A CASA MATRIZ: PICARTE 2479, VALDIVIA;FERROSUR CHILE SPA;;AV. RAMON PICARTE 2479;VALDIVIA;FPN;STAIN POLIDECOR CAOBA 1/4 GL;0002;003;01;;21,50;86,00;FALSO;PCA113POLCAO2;6,00;30600;
537.137,00;NVV;0000427382;76531654-5;;004;20/01/2026;30/01/2026;$;N;;30/01/2026;;4.880,00;1,00;29.280,00;20/01/2026;CLC;SI;FALSO;00005;30/01/2026;004;006;38;PCA106BAROBL2;GL;;1.725.314,00;;1,50;0,00;0,00;04;6,00;0,00;0,00;;DESPACHAR A CASA MATRIZ: PICARTE 2479, VALDIVIA;FERROSUR CHILE SPA;;AV. RAMON PICARTE 2479;VALDIVIA;FPN;BARNIZ MARINO ROBLE 1/4;;003;01;;23,75;95,00;FALSO;PCA106BAROBL2;6,00;29280;
537.137,00;NVV;0000427382;76531654-5;;004;20/01/2026;30/01/2026;$;N;;30/01/2026;;4.880,00;1,00;29.280,00;20/01/2026;CLC;SI;FALSO;00006;30/01/2026;004;006;38;PCA106BACAB02;GL;;1.725.315,00;;1,50;0,00;0,00;04;6,00;0,00;0,00;;DESPACHAR A CASA MATRIZ: PICARTE 2479, VALDIVIA;FERROSUR CHILE SPA;;AV. RAMON PICARTE 2479;VALDIVIA;FPN;BARNIZ MARINO CAOBA 1/4;;003;01;;18,50;74,00;FALSO;PCA106BACAB02;6,00;29280;
537.137,00;NVV;0000427382;76531654-5;;004;20/01/2026;30/01/2026;$;N;;30/01/2026;;4.740,00;1,00;56.880,00;20/01/2026;CLC;SI;FALSO;00007;30/01/2026;004;006;38;PCA106ROJO002;GL;;1.725.316,00;;3,00;0,00;0,00;04;12,00;0,00;0,00;;DESPACHAR A CASA MATRIZ: PICARTE 2479, VALDIVIA;FERROSUR CHILE SPA;;AV. RAMON PICARTE 2479;VALDIVIA;FPN;ANTICORROSIVO ESTRUCTURAL ROJO 1/4;0002;003;01;;22,25;89,00;FALSO;PCA106ROJO002;12,00;56880;
537.137,00;NVV;0000427382;76531654-5;;004;20/01/2026;30/01/2026;$;N;;30/01/2026;;5.530,00;1,00;33.180,00;20/01/2026;CLC;SI;FALSO;00008;30/01/2026;004;006;38;PCA922GRIMA02;GL;;1.725.317,00;;1,50;0,00;0,00;04;6,00;0,00;0,00;;DESPACHAR A CASA MATRIZ: PICARTE 2479, VALDIVIA;FERROSUR CHILE SPA;;AV. RAMON PICARTE 2479;VALDIVIA;FPN;ESMALTE SINT. GRIS MAQUINA 1/4 GL;0002;003;01;;7,50;30,00;FALSO;PCA922GRIMA02;6,00;33180;
537.137,00;NVV;0000427382;76531654-5;;004;20/01/2026;30/01/2026;$;N;;30/01/2026;;5.530,00;1,00;66.360,00;20/01/2026;CLC;SI;FALSO;00009;30/01/2026;004;006;38;PCA922BLAN002;GL;;1.725.318,00;;3,00;0,00;0,00;04;12,00;0,00;0,00;;DESPACHAR A CASA MATRIZ: PICARTE 2479, VALDIVIA;FERROSUR CHILE SPA;;AV. RAMON PICARTE 2479;VALDIVIA;FPN;ESMALTE SINTETICO BLANCO 1/4;0002;003;01;;47,50;190,00;FALSO;PCA922BLAN002;12,00;66360;
537.137,00;NVV;0000427382;76531654-5;;004;20/01/2026;30/01/2026;$;N;;30/01/2026;;4.790,00;1,00;28.740,00;20/01/2026;CLC;SI;FALSO;00010;30/01/2026;004;006;38;PCA926NEGRO02;GL;;1.725.319,00;;1,50;0,00;0,00;04;6,00;0,00;0,00;;DESPACHAR A CASA MATRIZ: PICARTE 2479, VALDIVIA;FERROSUR CHILE SPA;;AV. RAMON PICARTE 2479;VALDIVIA;FPN;OLEO BRILLANTE NEGRO 1/4;0002;003;01;;21,25;85,00;FALSO;PCA926NEGRO02;6,00;28740;
537.137,00;NVV;0000427382;76531654-5;;004;20/01/2026;30/01/2026;$;N;;30/01/2026;;4.790,00;1,00;57.480,00;20/01/2026;CLC;SI;FALSO;00011;30/01/2026;004;006;38;PCA926BLAN002;GL;;1.725.320,00;;3,00;0,00;0,00;04;12,00;0,00;0,00;;DESPACHAR A CASA MATRIZ: PICARTE 2479, VALDIVIA;FERROSUR CHILE SPA;;AV. RAMON PICARTE 2479;VALDIVIA;FPN;OLEO BRILLANTE BLANCO 1/4;0002;003;01;;28,25;113,00;VERDADERO;PCA926BLAN002;12,00;57480;
537.173,00;NVV;0000427389;76531654-5;;004;20/01/2026;30/01/2026;$;N;;30/01/2026;;16.890,00;1,00;67.560,00;20/01/2026;CLC;SI;FALSO;00001;30/01/2026;004;006;;PCA113POLROB1;GL;;1.725.442,00;;4,00;0,00;0,00;GL;4,00;0,00;0,00;;DESPACHAR A CASA MATRIZ: PICARTE 2479, VALDIVIA;FERROSUR CHILE SPA;;AV. RAMON PICARTE 2479;VALDIVIA;FPN;STAIN POLIDECOR ROBLE GL;0002;003;01;;104,00;104,00;FALSO;PCA113POLROB1;4,00;67560;
537.562,00;NVV;0000427422;76565296-0;;004;22/01/2026;03/02/2026;$;N;;03/02/2026;;27.960,00;1,00;559.200,00;22/01/2026;DCG;SI;FALSO;00001;03/02/2026;004;006;37;PCA912G10OCR6;GL;;1.726.720,00;;80,00;0,00;0,00;BD;20,00;0,00;0,00;A000005693;RETIRO CLIENTE O DESPACHO;PINTURERIA DEL SUR LIMITADA;;SAN MARTIN NRO. 117 LOCAL 105;TEMUCO;FPN;PROFINISH G-10 OCRE 4 GALONES;0004;003;;;0,00;0,00;FALSO;PCA912G10OCR6;20,00;559200;
537.704,00;NVV;0000427441;76565296-0;;004;22/01/2026;03/02/2026;$;N;;03/02/2026;;10.500,00;1,00;756.000,00;22/01/2026;DCG;SI;FALSO;00001;03/02/2026;004;006;37;PCA824PASTA06;GL;;1.727.103,00;;288,00;0,00;0,00;BD;72,00;0,00;0,00;A000005696;DESPACHO O RETIRO CLIENTE;PINTURERIA DEL SUR LIMITADA;;SAN MARTIN NRO. 117 LOCAL 105;TEMUCO;FPN;PASTA MURO 4 GALONES BD.;0003;003;;;1.000,00;250,00;VERDADERO;PCA824PASTA06;72,00;756000;
537.704,00;NVV;0000427441;76565296-0;;004;22/01/2026;03/02/2026;$;N;;03/02/2026;;12.689,00;1,00;152.268,00;22/01/2026;DCG;SI;FALSO;00002;03/02/2026;004;006;37;PCASPSBLAN001;GL;;1.727.104,00;;12,00;0,00;0,00;GL;12,00;0,00;0,00;A000005696;DESPACHO O RETIRO CLIENTE;PINTURERIA DEL SUR LIMITADA;;SAN MARTIN NRO. 117 LOCAL 105;TEMUCO;FPN;SMART COPPER BLANCO GL;0005;003;01;;40,00;40,00;VERDADERO;PCASPSBLAN001;12,00;152268;
536.484,00;NVV;CON0000240;76710999-7;;007;15/01/2026;15/01/2026;$;N;;15/01/2026;;2.500,00;1,00;2.500,00;15/01/2026;HUD;SI;FALSO;00001;15/01/2026;007;014;36;PCAEXTRACUB01;GL;;1.723.282,00;;1,00;0,00;0,00;GL;1,00;0,00;0,00;SIN CARGO;ES PARA HACER MUESTRAS EN EDIFICIO DE 16 PISOS EN CENTRO DE CONCEPCION;SOCIEDAD CASTRO Y CASTRO LTDA;;SANTOS TORNERO 410 ARENAS DEL BIO BIO CONCEPCION;CONCEPCION;FPN;LATEX SUPERCUBRIENTE BLANCO GL;0001;003;01;;122,00;122,00;VERDADERO;PCAEXTRACUB01;1,00;2500;
536.484,00;NVV;CON0000240;76710999-7;;007;15/01/2026;15/01/2026;$;N;;15/01/2026;;2.500,00;1,00;2.500,00;15/01/2026;HUD;SI;FALSO;00002;15/01/2026;007;014;36;PCA960COPPBL1;GL;;1.723.283,00;;1,00;0,00;0,00;GL;1,00;0,00;0,00;SIN CARGO;ES PARA HACER MUESTRAS EN EDIFICIO DE 16 PISOS EN CENTRO DE CONCEPCION;SOCIEDAD CASTRO Y CASTRO LTDA;;SANTOS TORNERO 410 ARENAS DEL BIO BIO CONCEPCION;CONCEPCION;FPN;ESMALTE AGUA COPPER C/COBRE 960 BLANCO GL.;0001;003;;;551,00;551,00;VERDADERO;PCA960COPPBL1;1,00;2500;
536.484,00;NVV;CON0000240;76710999-7;;007;15/01/2026;15/01/2026;$;N;;15/01/2026;;10.000,00;1,00;10.000,00;15/01/2026;HUD;SI;FALSO;00003;15/01/2026;007;014;36;PCA824PASTA06;GL;;1.723.284,00;;4,00;0,00;0,00;BD;1,00;0,00;0,00;SIN CARGO;ES PARA HACER MUESTRAS EN EDIFICIO DE 16 PISOS EN CENTRO DE CONCEPCION;SOCIEDAD CASTRO Y CASTRO LTDA;;SANTOS TORNERO 410 ARENAS DEL BIO BIO CONCEPCION;CONCEPCION;FPN;PASTA MURO 4 GALONES BD.;0003;003;;;1.000,00;250,00;VERDADERO;PCA824PASTA06;1,00;10000;
537.465,00;NVV;0000427406;76832584-7;;004;21/01/2026;02/02/2026;$;N;;02/02/2026;;4.370,00;1,00;52.440,00;21/01/2026;NFL;SI;FALSO;00001;02/02/2026;004;006;38;PCA106BLANC02;GL;;1.726.416,00;;3,00;0,00;0,00;04;12,00;0,00;0,00;;DESPACHO AV REPUBLICA 638 - OSORNO - PAGO REALIZADO;AYMAR CHILE SPA;;AV REPUBLICA 638 - OSORNO;OSORNO;FPN;ANTICORROSIVO ESTRUCTURAL BLANCO 1/4 GL.;0002;003;01;;22,75;91,00;VERDADERO;PCA106BLANC01;12,00;52440;
537.465,00;NVV;0000427406;76832584-7;;004;21/01/2026;02/02/2026;$;N;;02/02/2026;;4.500,00;1,00;27.000,00;21/01/2026;NFL;SI;FALSO;00002;02/02/2026;004;006;38;PCA106BACAB02;GL;;1.726.417,00;;1,50;0,00;0,00;04;6,00;0,00;0,00;;DESPACHO AV REPUBLICA 638 - OSORNO - PAGO REALIZADO;AYMAR CHILE SPA;;AV REPUBLICA 638 - OSORNO;OSORNO;FPN;BARNIZ MARINO CAOBA 1/4;;003;01;;18,50;74,00;FALSO;PCA106BACAB02;6,00;27000;
537.465,00;NVV;0000427406;76832584-7;;004;21/01/2026;02/02/2026;$;N;;02/02/2026;;4.190,00;1,00;25.140,00;21/01/2026;NFL;SI;FALSO;00003;02/02/2026;004;006;38;PCA960ECOPBE2;GL;;1.726.418,00;;1,50;0,00;0,00;04;6,00;0,00;0,00;;DESPACHO AV REPUBLICA 638 - OSORNO - PAGO REALIZADO;AYMAR CHILE SPA;;AV REPUBLICA 638 - OSORNO;OSORNO;FPN;ESMALTE AGUA COPPER 960 BOSQUE ENCANTADO 1/4 GL;0001;003;;;19,50;78,00;FALSO;PCA960ECOPBE2;6,00;25140;
537.465,00;NVV;0000427406;76832584-7;;004;21/01/2026;02/02/2026;$;N;;02/02/2026;;4.190,00;1,00;25.140,00;21/01/2026;NFL;SI;FALSO;00004;02/02/2026;004;006;38;PCA960ECOPBV2;GL;;1.726.419,00;;1,50;0,00;0,00;04;6,00;0,00;0,00;;DESPACHO AV REPUBLICA 638 - OSORNO - PAGO REALIZADO;AYMAR CHILE SPA;;AV REPUBLICA 638 - OSORNO;OSORNO;FPN;ESMALTE AGUA COPPER 960 BUENAS VIBRAS 1/4 GL;0001;003;;;11,75;47,00;FALSO;PCA960ECOPBV2;6,00;25140;
537.465,00;NVV;0000427406;76832584-7;;004;21/01/2026;02/02/2026;$;N;;02/02/2026;;4.190,00;1,00;25.140,00;21/01/2026;NFL;SI;FALSO;00005;02/02/2026;004;006;38;PCA960ECOPCA2;GL;;1.726.420,00;;1,50;0,00;0,00;04;6,00;0,00;0,00;;DESPACHO AV REPUBLICA 638 - OSORNO - PAGO REALIZADO;AYMAR CHILE SPA;;AV REPUBLICA 638 - OSORNO;OSORNO;FPN;ESMALTE AGUA COPPER 960 CENIZA ACTIVA 1/4 GL.;0001;003;;;8,25;33,00;FALSO;PCA960ECOPCA2;6,00;25140;
537.465,00;NVV;0000427406;76832584-7;;004;21/01/2026;02/02/2026;$;N;;02/02/2026;;4.190,00;1,00;25.140,00;21/01/2026;NFL;SI;FALSO;00006;02/02/2026;004;006;38;PCA960ECOPGA2;GL;;1.726.421,00;;1,50;0,00;0,00;04;6,00;0,00;0,00;;DESPACHO AV REPUBLICA 638 - OSORNO - PAGO REALIZADO;AYMAR CHILE SPA;;AV REPUBLICA 638 - OSORNO;OSORNO;FPN;ESMALTE AGUA COPPER 960 GLACIAR AUSTRAL 1/4 GL;0001;003;;;4,00;16,00;FALSO;PCA960ECOPGA2;6,00;25140;
